OptimizedThreshold,UsedThreshold,Accuracy,F1_Clean,F1_Infected,Sensitivity,Specificity,ConfusionMatrix_1,ConfusionMatrix_2,ConfusionMatrix_3,ConfusionMatrix_4,NTrees,MinLeafSize,ScreeningThreshold,NumPredictors,MaxNumSplits
0.66,0.4,0.543140028288543,0.445969125214408,0.611311672683514,0.79874213836478,0.334190231362468,130,64,259,254,100,10,0.4,3,20
0.63,0.4,0.582743988684583,0.51077943615257,0.636251541307028,0.811320754716981,0.395886889460154,154,60,235,258,100,10,0.4,3,50
0.61,0.4,0.553041018387553,0.451388888888889,0.62291169451074,0.820754716981132,0.334190231362468,130,57,259,261,100,10,0.4,4,10
0.58,0.4,0.55021216407355,0.449826989619377,0.619617224880383,0.814465408805031,0.334190231362468,130,59,259,259,100,10,0.4,4,20
0.75,0.4,0.537482319660537,0.431903384747215,0.607442977190876,0.79559748427673,0.326478149100257,127,65,262,253,100,10,0.4,4,50
0.68,0.4,0.555869872701556,0.458620689655172,0.623501199040767,0.817610062893082,0.341902313624679,133,58,256,260,100,10,0.4,7,10
0.75,0.4,0.553041018387553,0.458904109589041,0.619277108433735,0.808176100628931,0.344473007712082,134,61,255,257,100,10,0.4,7,20
0.67,0.4,0.547383309759547,0.44636678200692,0.617224880382775,0.811320754716981,0.331619537275064,129,60,260,258,100,10,0.4,7,50
0.54,0.5,0.636492220650636,0.614692653673163,0.655957161981258,0.770440251572327,0.526992287917738,205,73,184,245,100,10,0.5,3,10
0.56,0.5,0.58981612446959,0.53968253968254,0.630102040816327,0.776729559748428,0.437017994858612,170,71,219,247,100,10,0.5,3,20
0.58,0.5,0.591230551626591,0.546310832025118,0.628056628056628,0.767295597484277,0.447300771208226,174,74,215,244,100,10,0.5,3,50
0.55,0.5,0.592644978783593,0.581395348837209,0.603305785123967,0.688679245283019,0.51413881748072,200,99,189,219,100,10,0.5,4,10
0.57,0.5,0.553041018387553,0.473333333333333,0.611793611793612,0.783018867924528,0.365038560411311,142,69,247,249,100,10,0.5,4,20
0.57,0.5,0.69024045261669,0.68936170212766,0.691114245416079,0.770440251572327,0.624678663239075,243,73,146,245,100,10,0.5,4,50
0.67,0.5,0.537482319660537,0.502283105022831,0.568031704095112,0.676100628930818,0.424164524421594,165,103,224,215,100,10,0.5,7,10
0.7,0.5,0.558698727015559,0.483443708609272,0.614814814814815,0.783018867924528,0.375321336760925,146,69,243,249,100,10,0.5,7,20
0.71,0.5,0.543140028288543,0.508371385083714,0.57331571994716,0.682389937106918,0.429305912596401,167,101,222,217,100,10,0.5,7,50
0.49,0.2,0.514851485148515,0.33385637498748,0.606199770378875,0.830188679245283,0.25706940874036,100,54,289,264,200,1,0.2,3,10
0.74,0.2,0.489391796322489,0.254196280054438,0.59392575928009,0.830188679245283,0.210796915167095,82,54,307,264,200,1,0.2,3,20
0.75,0.2,0.47949080622348,0.221686942088537,0.590200445434299,0.833333333333333,0.190231362467866,74,53,315,265,200,1,0.2,3,50
0.55,0.2,0.519094766619519,0.347420300296367,0.608294930875576,0.830188679245283,0.264781491002571,103,54,286,264,200,1,0.2,4,10
0.53,0.2,0.507779349363508,0.311416297165335,0.602739726027397,0.830188679245283,0.244215938303342,95,54,294,264,200,1,0.2,4,20
0.75,0.2,0.495049504950495,0.271612192434815,0.596610169491525,0.830188679245283,0.22107969151671,86,54,303,264,200,1,0.2,4,50
0.67,0.2,0.523338048090523,0.365665558969214,0.608594657375145,0.823899371069182,0.277634961439589,108,56,281,262,200,1,0.2,7,10
0.6,0.2,0.513437057991513,0.334059240580944,0.603686635944701,0.823899371069182,0.259640102827764,101,56,288,262,200,1,0.2,7,20
0.57,0.2,0.513437057991513,0.334059240580944,0.603686635944701,0.823899371069182,0.259640102827764,101,56,288,262,200,1,0.2,7,50
0.51,0.3,0.533239038189533,0.397630752115937,0.613583138173302,0.823899371069182,0.295629820051414,115,56,274,262,200,1,0.3,3,10
0.55,0.3,0.507779349363508,0.33540712797189,0.593457943925234,0.79874213836478,0.269922879177378,105,64,284,254,200,1,0.3,3,20
0.77,0.3,0.500707213578501,0.306172919852917,0.592848904267589,0.808176100628931,0.249357326478149,97,61,292,257,200,1,0.3,3,50
0.55,0.3,0.52050919377652,0.368296765708137,0.602579132473622,0.808176100628931,0.285347043701799,111,61,278,257,200,1,0.3,4,10
0.8,0.3,0.517680339462518,0.368822391034343,0.597402597402597,0.79559748427673,0.290488431876607,113,65,276,253,200,1,0.3,4,20
0.75,0.3,0.496463932107496,0.300467834389819,0.587962962962963,0.79874213836478,0.249357326478149,97,64,292,254,200,1,0.3,4,50
0.6,0.3,0.548797736916549,0.443280977312391,0.620689655172414,0.820754716981132,0.326478149100257,127,57,262,261,200,1,0.3,7,10
0.64,0.3,0.536067892503536,0.411340101375394,0.613207547169811,0.817610062893082,0.305912596401028,119,58,270,260,200,1,0.3,7,20
0.82,0.3,0.54031117397454,0.42513567552128,0.615384615384615,0.817610062893082,0.313624678663239,122,58,267,260,200,1,0.3,7,50
0.55,0.4,0.588401697312588,0.535885167464115,0.630241423125794,0.779874213836478,0.431876606683805,168,70,221,248,200,1,0.4,3,10
0.72,0.4,0.536067892503536,0.438962002327693,0.601941747572816,0.779874213836478,0.336760925449871,131,70,258,248,200,1,0.4,3,20
0.73,0.4,0.531824611032532,0.423089029956456,0.600723763570567,0.783018867924528,0.326478149100257,127,69,262,249,200,1,0.4,3,50
0.56,0.4,0.54031117397454,0.451939291736931,0.604141291108404,0.779874213836478,0.344473007712082,134,70,255,248,200,1,0.4,4,10
0.79,0.4,0.537482319660537,0.443482908702181,0.602673147023086,0.779874213836478,0.339331619537275,132,70,257,248,200,1,0.4,4,20
0.75,0.4,0.531824611032532,0.427789203084833,0.598787878787879,0.776729559748428,0.331619537275064,129,71,260,247,200,1,0.4,4,50
0.63,0.4,0.544554455445545,0.459731543624161,0.606356968215159,0.779874213836478,0.352185089974293,137,70,252,248,200,1,0.4,7,10
0.87,0.4,0.541725601131542,0.46,0.601965601965602,0.770440251572327,0.354755784061697,138,73,251,245,200,1,0.4,7,20
0.57,0.4,0.541725601131542,0.46,0.601965601965602,0.770440251572327,0.354755784061697,138,73,251,245,200,1,0.4,7,50
0.54,0.5,0.637906647807638,0.619047619047619,0.654986522911051,0.764150943396226,0.534704370179949,208,75,181,243,200,1,0.5,3,10
0.68,0.5,0.725601131541726,0.739946380697051,0.709580838323353,0.745283018867924,0.709511568123393,276,81,113,237,200,1,0.5,3,20
0.7,0.5,0.697312588401697,0.705234159779614,0.688953488372093,0.745283018867924,0.658097686375321,256,81,133,237,200,1,0.5,3,50
0.65,0.5,0.596888260254597,0.587554269175109,0.605809128630705,0.688679245283019,0.521850899742931,203,99,186,219,200,1,0.5,4,10
0.55,0.5,0.586987270155587,0.553516819571865,0.615789473684211,0.735849056603774,0.465295629820051,181,84,208,234,200,1,0.5,4,20
0.81,0.5,0.702970297029703,0.709944751381215,0.695652173913043,0.754716981132076,0.660668380462725,257,78,132,240,200,1,0.5,4,50
0.67,0.5,0.544554455445545,0.513595166163142,0.571808510638298,0.676100628930818,0.437017994858612,170,103,219,215,200,1,0.5,7,10
0.87,0.5,0.55021216407355,0.522522522522523,0.574866310160428,0.676100628930818,0.447300771208226,174,103,215,215,200,1,0.5,7,20
0.83,0.5,0.562942008486563,0.5056,0.608365019011407,0.754716981132076,0.406169665809769,158,78,231,240,200,1,0.5,7,50
0.57,0.2,0.52050919377652,0.349647353503395,0.609896432681243,0.833333333333333,0.264781491002571,103,53,286,265,200,5,0.2,3,10
0.69,0.2,0.485148514851485,0.241258673676479,0.591928251121076,0.830188679245283,0.203084832904884,79,54,310,264,200,5,0.2,3,20
0.7,0.2,0.485148514851485,0.238780195843718,0.592841163310962,0.833333333333333,0.200514138817481,78,53,311,265,200,5,0.2,3,50
0.53,0.2,0.523338048090523,0.35875825713449,0.611303344867359,0.833333333333333,0.269922879177378,105,53,284,265,200,5,0.2,4,10
0.55,0.2,0.493635077793494,0.267241219877568,0.595936794582393,0.830188679245283,0.218508997429306,85,54,304,264,200,5,0.2,4,20
0.79,0.2,0.495049504950495,0.269177750456391,0.597519729425028,0.833333333333333,0.218508997429306,85,53,304,265,200,5,0.2,4,50
0.66,0.2,0.524752475247525,0.37021110851445,0.609302325581395,0.823899371069182,0.280205655526992,109,56,280,262,200,5,0.2,7,10
0.86,0.2,0.514851485148515,0.33385637498748,0.606199770378875,0.830188679245283,0.25706940874036,100,54,289,264,200,5,0.2,7,20
0.92,0.2,0.507779349363508,0.311416297165335,0.602739726027397,0.830188679245283,0.244215938303342,95,54,294,264,200,5,0.2,7,50
0.49,0.3,0.534653465346535,0.404485417959401,0.613396004700353,0.820754716981132,0.300771208226221,117,57,272,261,200,5,0.3,3,10
0.62,0.3,0.513437057991513,0.338788740040556,0.601851851851852,0.817610062893082,0.264781491002571,103,58,286,260,200,5,0.3,3,20
0.61,0.3,0.504950495049505,0.312098847333941,0.597701149425287,0.817610062893082,0.249357326478149,97,58,292,260,200,5,0.3,3,50
0.54,0.3,0.526166902404526,0.379373960381068,0.608187134502924,0.817610062893082,0.287917737789203,112,58,277,260,200,5,0.3,4,10
0.81,0.3,0.534653465346535,0.402223949303521,0.614302461899179,0.823899371069182,0.298200514138817,116,56,273,262,200,5,0.3,4,20
0.53,0.3,0.521923620933522,0.361127320327409,0.607888631090487,0.823899371069182,0.275064267352185,107,56,282,262,200,5,0.3,4,50
0.72,0.3,0.547383309759547,0.43859649122807,0.62085308056872,0.823899371069182,0.32133676092545,125,56,264,262,200,5,0.3,7,10
0.84,0.3,0.531824611032532,0.393044004234084,0.612865497076023,0.823899371069182,0.29305912596401,114,56,275,262,200,5,0.3,7,20
0.61,0.3,0.528995756718529,0.383890317052271,0.611435239206534,0.823899371069182,0.287917737789203,112,56,277,262,200,5,0.3,7,50
0.61,0.4,0.548797736916549,0.450946643717728,0.617046818727491,0.808176100628931,0.336760925449871,131,61,258,257,200,5,0.4,3,10
0.62,0.4,0.53041018387553,0.418588095708918,0.6,0.783018867924528,0.323907455012853,126,69,263,249,200,5,0.4,3,20
0.55,0.4,0.531824611032532,0.418407240788346,0.602641056422569,0.789308176100629,0.32133676092545,125,67,264,251,200,5,0.4,3,50
0.61,0.4,0.541725601131542,0.445205479452055,0.609638554216867,0.79559748427673,0.334190231362468,130,65,259,253,200,5,0.4,4,10
0.56,0.4,0.547383309759547,0.457627118644068,0.611650485436893,0.792452830188679,0.347043701799486,135,66,254,252,200,5,0.4,4,20
0.72,0.4,0.54031117397454,0.445612941756901,0.607013301088271,0.789308176100629,0.336760925449871,131,67,258,251,200,5,0.4,4,50
0.65,0.4,0.548797736916549,0.460236886632826,0.612393681652491,0.792452830188679,0.349614395886889,136,66,253,252,200,5,0.4,7,10
0.6,0.4,0.548797736916549,0.462057335581788,0.611449451887942,0.789308176100629,0.352185089974293,137,67,252,251,200,5,0.4,7,20
0.63,0.4,0.548797736916549,0.462057335581788,0.611449451887942,0.789308176100629,0.352185089974293,137,67,252,251,200,5,0.4,7,50
0.55,0.5,0.666195190947666,0.658959537572254,0.673130193905817,0.764150943396226,0.586118251928021,228,75,161,243,200,5,0.5,3,10
0.61,0.5,0.616690240452617,0.596125186289121,0.635262449528937,0.742138364779874,0.51413881748072,200,82,189,236,200,5,0.5,3,20
0.71,0.5,0.650636492220651,0.637298091042585,0.663028649386085,0.764150943396226,0.557840616966581,217,75,172,243,200,5,0.5,3,50
0.54,0.5,0.602545968882603,0.56298600311042,0.635538261997406,0.770440251572327,0.465295629820051,181,73,208,245,200,5,0.5,4,10
0.76,0.5,0.547383309759547,0.475409836065574,0.601990049751244,0.761006289308176,0.372750642673522,145,76,244,242,200,5,0.5,4,20
0.58,0.5,0.567185289957567,0.514285714285714,0.60969387755102,0.751572327044025,0.416452442159383,162,79,227,239,200,5,0.5,4,50
0.67,0.5,0.544554455445545,0.517964071856287,0.568364611260054,0.666666666666667,0.444730077120823,173,106,216,212,200,5,0.5,7,10
0.84,0.5,0.562942008486563,0.547584187408492,0.577291381668947,0.663522012578616,0.480719794344473,187,107,202,211,200,5,0.5,7,20
0.61,0.5,0.548797736916549,0.520300751879699,0.574098798397864,0.676100628930818,0.444730077120823,173,103,216,215,200,5,0.5,7,50
0.55,0.2,0.521923620933522,0.354199073240221,0.610599078341014,0.833333333333333,0.267352185089974,104,53,285,265,200,10,0.2,3,10
0.54,0.2,0.487977369165488,0.24987146529563,0.593258426966292,0.830188679245283,0.208226221079692,81,54,308,264,200,10,0.2,3,20
0.58,0.2,0.47949080622348,0.221686942088537,0.590200445434299,0.833333333333333,0.190231362467866,74,53,315,265,200,10,0.2,3,50
0.58,0.2,0.519094766619519,0.347420300296367,0.608294930875576,0.830188679245283,0.264781491002571,103,54,286,264,200,10,0.2,4,10
0.63,0.2,0.490806223479491,0.258533015593042,0.594594594594595,0.830188679245283,0.213367609254499,83,54,306,264,200,10,0.2,4,20
0.57,0.2,0.500707213578501,0.289203084832905,0.599318955732123,0.830188679245283,0.231362467866324,90,54,299,264,200,10,0.2,4,50
0.65,0.2,0.54031117397454,0.416213307825671,0.618991793669402,0.830188679245283,0.303341902313625,118,54,271,264,200,10,0.2,7,10
0.63,0.2,0.512022630834512,0.324854552834528,0.604810996563574,0.830188679245283,0.251928020565553,98,54,291,264,200,10,0.2,7,20
0.66,0.2,0.521923620933522,0.35650191589465,0.609699769053118,0.830188679245283,0.269922879177378,105,54,284,264,200,10,0.2,7,50
0.56,0.3,0.538896746817539,0.411581653362197,0.618266978922717,0.830188679245283,0.300771208226221,117,54,272,264,200,10,0.3,3,10
0.58,0.3,0.514851485148515,0.338550649181608,0.604382929642445,0.823899371069182,0.262210796915167,102,56,287,262,200,10,0.3,3,20
0.58,0.3,0.523338048090523,0.361053984575835,0.610404624277457,0.830188679245283,0.272493573264781,106,54,283,264,200,10,0.3,3,50
0.52,0.3,0.53041018387553,0.388463820142681,0.61214953271028,0.823899371069182,0.290488431876607,113,56,276,262,200,10,0.3,4,10
0.56,0.3,0.519094766619519,0.352073320666145,0.606481481481482,0.823899371069182,0.269922879177378,105,56,284,262,200,10,0.3,4,20
0.6,0.3,0.528995756718529,0.383890317052271,0.611435239206534,0.823899371069182,0.287917737789203,112,56,277,262,200,10,0.3,4,50
0.63,0.3,0.548797736916549,0.441330998248686,0.621589561091341,0.823899371069182,0.323907455012853,126,56,263,262,200,10,0.3,7,10
0.84,0.3,0.545968882602546,0.43585237258348,0.620118343195266,0.823899371069182,0.318766066838046,124,56,265,262,200,10,0.3,7,20
0.7,0.3,0.551626591230552,0.442882249560633,0.624852071005917,0.830188679245283,0.323907455012853,126,54,263,264,200,10,0.3,7,50
0.56,0.4,0.554455445544555,0.455958549222798,0.622754491017964,0.817610062893082,0.339331619537275,132,58,257,260,200,10,0.4,3,10
0.59,0.4,0.551626591230552,0.448695652173913,0.622169249106079,0.820754716981132,0.331619537275064,129,57,260,261,200,10,0.4,3,20
0.6,0.4,0.548797736916549,0.445217391304348,0.619785458879619,0.817610062893082,0.329048843187661,128,58,261,260,200,10,0.4,3,50
0.56,0.4,0.554455445544555,0.455958549222798,0.622754491017964,0.817610062893082,0.339331619537275,132,58,257,260,200,10,0.4,4,10
0.59,0.4,0.551626591230552,0.450606585788562,0.621266427718041,0.817610062893082,0.334190231362468,130,58,259,260,200,10,0.4,4,20
0.55,0.4,0.55021216407355,0.447916666666667,0.620525059665871,0.817610062893082,0.331619537275064,129,58,260,260,200,10,0.4,4,50
0.66,0.4,0.545968882602546,0.453151618398637,0.611850060459492,0.79559748427673,0.341902313624679,133,65,256,253,200,10,0.4,7,10
0.63,0.4,0.548797736916549,0.449050086355786,0.617964071856287,0.811320754716981,0.334190231362468,130,60,259,258,200,10,0.4,7,20
0.63,0.4,0.544554455445545,0.452380952380952,0.610169491525424,0.792452830188679,0.341902313624679,133,66,256,252,200,10,0.4,7,50
0.57,0.5,0.594059405940594,0.549450549450549,0.630630630630631,0.770440251572327,0.44987146529563,175,73,214,245,200,10,0.5,3,10
0.68,0.5,0.581329561527581,0.528662420382165,0.623409669211196,0.770440251572327,0.426735218508997,166,73,223,245,200,10,0.5,3,20
0.57,0.5,0.582743988684583,0.531001589825119,0.624203821656051,0.770440251572327,0.429305912596401,167,73,222,245,200,10,0.5,3,50
0.59,0.5,0.564356435643564,0.491749174917492,0.618811881188119,0.786163522012579,0.383033419023136,149,68,240,250,200,10,0.5,4,10
0.59,0.5,0.595473833097595,0.551724137931034,0.631443298969072,0.770440251572327,0.452442159383033,176,73,213,245,200,10,0.5,4,20
0.74,0.5,0.54031117397454,0.457429048414023,0.601226993865031,0.770440251572327,0.352185089974293,137,73,252,245,200,10,0.5,4,50
0.69,0.5,0.547383309759547,0.470198675496689,0.604938271604938,0.770440251572327,0.365038560411311,142,73,247,245,200,10,0.5,7,10
0.66,0.5,0.547383309759547,0.46843853820598,0.605911330049261,0.773584905660377,0.362467866323907,141,72,248,246,200,10,0.5,7,20
0.83,0.5,0.543140028288543,0.460767946577629,0.603680981595092,0.773584905660377,0.354755784061697,138,72,251,246,200,10,0.5,7,50
